"locus_tag","gene","protein_id","kegg_id_kegg","kegg_id_eggnog","kegg_id_koala","dbcan_family","cayman_family","kegg_consensus"
"I5Q87_01550","sigK","QQR26677.1","K03091","K03091","K03091",NA,NA,"K03091"
"I5Q87_01555",NA,"QQR26678.1",NA,"K06383",NA,NA,NA,"K06383"
"I5Q87_01560",NA,"QQR26679.1",NA,NA,NA,NA,NA,NA
"I5Q87_01565",NA,"QQR26680.1",NA,NA,NA,NA,NA,NA
"I5Q87_01570",NA,"QQR26681.1","K07095","K07095","K07095",NA,NA,"K07095"
"I5Q87_01575",NA,"QQR26682.1","K06298","K06298","K06298",NA,NA,"K06298"
"I5Q87_01580",NA,"QQR26683.1",NA,"K07260","K07260",NA,NA,"K07260"
"I5Q87_01585",NA,"QQR26684.1",NA,NA,NA,NA,NA,NA
"I5Q87_01590",NA,"QQR28335.1","K01994","K01994","K01994",NA,NA,"K01994"
"I5Q87_01595","uvrC","QQR26685.1","K03703","K03703","K03703",NA,NA,"K03703"
"I5Q87_01600",NA,"QQR26686.1","K07456","K07456","K07456",NA,NA,"K07456"
"I5Q87_01605",NA,"QQR26687.1",NA,"K03558","K03558",NA,NA,"K03558"
"I5Q87_01610","rnhC","QQR26688.1","K03471","K03471","K03471",NA,NA,"K03471"
"I5Q87_01615",NA,"QQR26689.1","K12658","K01777",NA,NA,NA,"K01777"
"I5Q87_01620",NA,"QQR26690.1","K01223","K01223","K01223","GH1","GH1","K01223"
"I5Q87_01625",NA,"QQR26691.1",NA,"K00812,K10907,K12252,K14155,K14267","K14155",NA,NA,"K14155"
"I5Q87_01630",NA,"QQR26692.1",NA,"K02759","K02759",NA,NA,"K02759"
"I5Q87_01635",NA,"QQR26693.1",NA,"K02761","K02761",NA,NA,"K02761"
"I5Q87_01635",NA,"QQR26693.1",NA,"K02761","K02760",NA,NA,"K02760"
"I5Q87_01640",NA,"QQR26694.1","K09022","K09022","K09022",NA,NA,"K09022"
"I5Q87_01645",NA,"QQR26695.1",NA,NA,NA,NA,NA,NA
"I5Q87_01650",NA,"QQR26696.1","K01493","K01493","K01493",NA,NA,"K01493"
"I5Q87_01655",NA,"QQR26697.1","K19225","K19225",NA,NA,NA,"K19225"
"I5Q87_01660",NA,"QQR26698.1","K06180","K06180","K06180",NA,NA,"K06180"
"I5Q87_01665","lspA","QQR26699.1","K03101","K03101","K03101",NA,NA,"K03101"
"I5Q87_01670",NA,"QQR26700.1",NA,NA,NA,NA,NA,NA
"I5Q87_01675",NA,"QQR26701.1",NA,"K10947",NA,NA,NA,"K10947"
"I5Q87_01680",NA,"QQR26702.1",NA,NA,NA,NA,NA,NA
"I5Q87_01685",NA,"QQR26703.1",NA,NA,NA,NA,NA,NA
"I5Q87_01690",NA,"QQR26704.1","K18234","K18234","K18234",NA,NA,"K18234"
"I5Q87_01695",NA,"QQR26705.1",NA,NA,NA,NA,NA,NA
"I5Q87_01700",NA,"QQR26706.1",NA,NA,NA,NA,NA,NA
"I5Q87_01705",NA,"QQR26707.1","K10947","K10947","K10947",NA,NA,"K10947"
"I5Q87_01710",NA,"QQR26708.1",NA,"K13590,K13591,K20971,K21019,K21021,K21022",NA,NA,NA,"K13590,K13591,K20971,K21019,K21021,K21022"
"I5Q87_01715",NA,"QQR26709.1","K02488","K13590,K20961,K21021",NA,NA,NA,"K13590,K20961,K21021"
"I5Q87_01720",NA,"QQR26710.1","K01520","K01520","K01520",NA,NA,"K01520"
"I5Q87_01725",NA,"QQR26711.1",NA,NA,NA,NA,NA,NA
"I5Q87_01730",NA,"QQR26712.1","K18890","K06147",NA,NA,NA,"K06147"
"I5Q87_01735",NA,"QQR26713.1","K18889","K06147",NA,NA,NA,"K06147"
"I5Q87_01740",NA,"QQR26714.1",NA,NA,NA,NA,NA,NA
"I5Q87_01745",NA,"QQR26715.1",NA,NA,NA,NA,NA,NA
"I5Q87_01750",NA,"QQR26716.1",NA,NA,NA,NA,NA,NA
"I5Q87_01755",NA,"QQR26717.1",NA,NA,NA,NA,NA,NA
"I5Q87_01760",NA,"QQR26718.1",NA,NA,NA,NA,NA,NA
"I5Q87_01765",NA,"QQR26719.1",NA,NA,NA,NA,NA,NA
"I5Q87_01770","glpK","QQR26720.1","K00864","K00864","K00864",NA,NA,"K00864"
"I5Q87_01780",NA,"QQR28336.1","K02003","K02003","K02003",NA,NA,"K02003"
"I5Q87_01785",NA,"QQR26721.1","K07496","K07496","K07496",NA,NA,"K07496"
"I5Q87_01790","tnpA","QQR26722.1","K07491","K07491","K07491",NA,NA,"K07491"
"I5Q87_01795",NA,"QQR26723.1",NA,"K07768,K20487",NA,NA,NA,"K07768,K20487"
"I5Q87_01800",NA,"QQR26724.1",NA,"K02483,K07657,K07658,K07659,K07660,K07668,K07776,K11329",NA,NA,NA,"K02483,K07657,K07658,K07659,K07660,K07668,K07776,K11329"
"I5Q87_01805",NA,"QQR26725.1",NA,NA,NA,NA,NA,NA
"I5Q87_01810",NA,"QQR26726.1",NA,"K13653",NA,NA,NA,"K13653"
"I5Q87_01815",NA,"QQR26727.1",NA,NA,NA,NA,NA,NA
"I5Q87_01820",NA,"QQR26728.1",NA,"K01992",NA,NA,NA,"K01992"
"I5Q87_01825",NA,"QQR26729.1","K01990","K01990",NA,NA,NA,"K01990"
"I5Q87_01830",NA,"QQR26730.1",NA,NA,NA,NA,NA,NA
"I5Q87_01835",NA,"QQR26731.1",NA,"K01992",NA,NA,NA,"K01992"
"I5Q87_01840",NA,"QQR26732.1","K01990","K01990",NA,NA,NA,"K01990"
"I5Q87_01845",NA,"QQR26733.1",NA,NA,NA,NA,NA,NA
"I5Q87_01850",NA,"QQR26734.1",NA,NA,NA,NA,NA,NA
"I5Q87_01855",NA,"QQR26735.1",NA,"K01759",NA,NA,NA,"K01759"
"I5Q87_01865",NA,"QQR26736.1",NA,NA,NA,NA,NA,NA
"I5Q87_01870",NA,"QQR26737.1",NA,NA,NA,NA,NA,NA
"I5Q87_01875",NA,"QQR26738.1","K01153","K01153","K01153",NA,NA,"K01153"
"I5Q87_01880",NA,"QQR26739.1","K01154","K01154","K01154",NA,NA,"K01154"
"I5Q87_01885",NA,"QQR26740.1",NA,"K04763",NA,NA,NA,"K04763"
"I5Q87_01890",NA,"QQR26741.1",NA,"K01154",NA,NA,NA,"K01154"
"I5Q87_01895",NA,"QQR26742.1",NA,"K01154","K01154",NA,NA,"K01154"
"I5Q87_01900",NA,"QQR26743.1","K03427","K03427","K03427",NA,NA,"K03427"
"I5Q87_01905",NA,"QQR26744.1",NA,"K07727","K07727",NA,NA,"K07727"
"I5Q87_01915","guaA","QQR26745.1","K01951","K01951","K01951",NA,NA,"K01951"
"I5Q87_01920",NA,"QQR26746.1","K26937","K26937","K26937",NA,NA,"K26937"
"I5Q87_01925",NA,"QQR26747.1","K07507","K07507","K07507",NA,NA,"K07507"
"I5Q87_01930",NA,"QQR28337.1",NA,NA,NA,NA,NA,NA
"I5Q87_01935",NA,"QQR26748.1","K00375","K00375","K00375",NA,NA,"K00375"
"I5Q87_01940",NA,"QQR26749.1",NA,NA,NA,NA,NA,NA
"I5Q87_01945",NA,"QQR26750.1",NA,"K26937","K26937",NA,NA,"K26937"
"I5Q87_01950",NA,"QQR26751.1",NA,"K13653",NA,NA,NA,"K13653"
"I5Q87_01955",NA,"QQR26752.1","K01246","K01246","K01246",NA,NA,"K01246"
"I5Q87_01960",NA,"QQR26753.1",NA,NA,NA,NA,NA,NA
"I5Q87_01965",NA,"QQR26754.1",NA,NA,NA,NA,NA,NA
"I5Q87_01970",NA,"QQR26755.1",NA,"K16137,K22108",NA,NA,NA,"K16137,K22108"
"I5Q87_01975","ascB","QQR26756.1","K01223","K01223","K01223","GH1","GH1","K01223"
"I5Q87_01980",NA,"QQR26757.1","K02757","K02757","K02757",NA,NA,"K02757"
"I5Q87_01985",NA,"QQR26758.1","K03488","K03488","K03488",NA,NA,"K03488"
"I5Q87_01990",NA,"QQR26759.1",NA,NA,NA,NA,NA,NA
"I5Q87_01995","ilvD","QQR26760.1","K01687","K01687","K01687",NA,NA,"K01687"
"I5Q87_02000","ilvC","QQR26761.1","K00053","K00053","K00053",NA,NA,"K00053"
"I5Q87_02005","ilvN","QQR26762.1","K01653","K01653","K01653",NA,NA,"K01653"
"I5Q87_02010","ilvB","QQR26763.1","K01652","K01652","K01652",NA,NA,"K01652"
"I5Q87_02015",NA,"QQR26764.1","K01754","K01754","K01754",NA,NA,"K01754"
"I5Q87_02020",NA,"QQR26765.1","K06923","K06923","K06923",NA,NA,"K06923"
"I5Q87_02035",NA,"QQR26766.1",NA,"K01181,K21449",NA,NA,NA,"K01181,K21449"
"I5Q87_02040",NA,"QQR26767.1",NA,NA,NA,NA,NA,NA
"I5Q87_02045",NA,"QQR26768.1",NA,NA,NA,NA,NA,NA
"I5Q87_02050",NA,"QQR26769.1",NA,NA,NA,NA,NA,NA
"I5Q87_02055",NA,"QQR26770.1",NA,"K03466",NA,NA,NA,"K03466"
"I5Q87_02060",NA,"QQR26771.1",NA,NA,NA,NA,NA,NA
"I5Q87_02065",NA,"QQR26772.1",NA,"K07467","K07467",NA,NA,"K07467"
"I5Q87_02070",NA,"QQR26773.1",NA,NA,NA,NA,NA,NA
"I5Q87_02075","ltrA","QQR26774.1",NA,"K00986","K00986",NA,NA,"K00986"
"I5Q87_02080",NA,"QQR26775.1",NA,NA,NA,NA,NA,NA
"I5Q87_02085",NA,"QQR26776.1",NA,NA,NA,NA,NA,NA
"I5Q87_02090",NA,"QQR26777.1",NA,NA,NA,NA,NA,NA
"I5Q87_02095",NA,"QQR26778.1",NA,NA,NA,NA,NA,NA
"I5Q87_02100",NA,"QQR26779.1",NA,NA,NA,NA,NA,NA
"I5Q87_02105",NA,"QQR26780.1",NA,NA,NA,NA,NA,NA
"I5Q87_02110",NA,"QQR28338.1",NA,NA,NA,NA,NA,NA
"I5Q87_02115",NA,"QQR26781.1",NA,NA,NA,NA,NA,NA
"I5Q87_02120",NA,"QQR26782.1",NA,NA,NA,NA,NA,NA
"I5Q87_02125",NA,"QQR26783.1",NA,NA,"K01992",NA,NA,"K01992"
"I5Q87_02130",NA,"QQR26784.1",NA,"K19303",NA,NA,"GH23","K19303"
"I5Q87_02135",NA,"QQR26785.1",NA,NA,NA,NA,NA,NA
"I5Q87_02140",NA,"QQR26786.1",NA,"K19156",NA,NA,NA,"K19156"
"I5Q87_02145",NA,"QQR26787.1",NA,NA,NA,NA,NA,NA
"I5Q87_02150",NA,"QQR26788.1",NA,NA,NA,NA,NA,NA
"I5Q87_02160",NA,"QQR26789.1",NA,NA,NA,NA,NA,NA
"I5Q87_02165",NA,"QQR26790.1",NA,"K15632",NA,NA,NA,"K15632"
"I5Q87_02170",NA,"QQR26791.1",NA,NA,NA,NA,NA,NA
"I5Q87_02175",NA,"QQR28339.1","K20459","K20490","K20490",NA,NA,"K20490"
"I5Q87_02175",NA,"QQR28339.1","K20459","K20490","K01990",NA,NA,"K01990"
"I5Q87_02180",NA,"QQR26792.1",NA,"K20491","K20491",NA,NA,"K20491"
"I5Q87_02185",NA,"QQR26793.1",NA,"K20492","K20492",NA,NA,"K20492"
"I5Q87_02190",NA,"QQR26794.1",NA,"K20489","K20489",NA,NA,"K20489"
"I5Q87_02195",NA,"QQR26795.1","K14491","K20488","K20488",NA,NA,"K20488"
"I5Q87_02200",NA,"QQR28340.1",NA,"K20487","K20487",NA,NA,"K20487"
"I5Q87_02205",NA,"QQR26796.1",NA,"K03088,K26992",NA,NA,NA,"K03088,K26992"
"I5Q87_02210",NA,"QQR26797.1",NA,"K26990",NA,NA,NA,"K26990"
"I5Q87_02215",NA,"QQR26798.1",NA,NA,NA,NA,NA,NA
"I5Q87_02220",NA,"QQR26799.1",NA,"K14059",NA,NA,NA,"K14059"
"I5Q87_02225",NA,"QQR26800.1","K02003","K02003",NA,NA,NA,"K02003"
"I5Q87_02230",NA,"QQR26801.1","K02004","K02004","K02004",NA,NA,"K02004"
"I5Q87_02235",NA,"QQR26802.1",NA,NA,NA,NA,NA,NA
"I5Q87_02245",NA,"QQR26803.1",NA,NA,NA,NA,NA,NA
"I5Q87_02250",NA,"QQR26804.1",NA,"K03496",NA,NA,NA,"K03496"
"I5Q87_02255",NA,"QQR26805.1",NA,"K03497,K05592",NA,NA,NA,"K03497,K05592"
"I5Q87_02260",NA,"QQR26806.1",NA,NA,NA,NA,NA,NA
"I5Q87_02265",NA,"QQR26807.1",NA,NA,NA,NA,NA,NA
"I5Q87_02270",NA,"QQR26808.1",NA,NA,NA,NA,NA,NA
"I5Q87_02275",NA,"QQR28341.1",NA,NA,NA,NA,NA,NA
"I5Q87_02280",NA,"QQR26809.1",NA,NA,NA,NA,NA,NA
"I5Q87_02285",NA,"QQR26810.1",NA,NA,NA,NA,NA,NA
"I5Q87_02290",NA,"QQR26811.1",NA,NA,NA,NA,NA,NA
"I5Q87_02295",NA,"QQR26812.1",NA,"K14194",NA,NA,NA,"K14194"
"I5Q87_02300",NA,"QQR26813.1",NA,NA,NA,NA,NA,NA
"I5Q87_02305",NA,"QQR26814.1",NA,NA,NA,NA,NA,NA
"I5Q87_02310",NA,"QQR26815.1",NA,NA,NA,NA,NA,NA
"I5Q87_02315",NA,"QQR26816.1",NA,NA,NA,NA,NA,NA
"I5Q87_02320",NA,"QQR26817.1",NA,NA,NA,NA,NA,NA
"I5Q87_02325",NA,"QQR26818.1",NA,NA,NA,NA,NA,NA
"I5Q87_02330",NA,"QQR26819.1",NA,NA,NA,NA,NA,NA
"I5Q87_02335",NA,"QQR26820.1","K19304","K02172,K02395,K06194,K19304,K21472",NA,NA,NA,"K02172,K02395,K06194,K19304,K21472"
"I5Q87_02340",NA,"QQR26821.1",NA,NA,NA,NA,NA,NA
"I5Q87_02345",NA,"QQR26822.1",NA,NA,NA,NA,NA,NA
"I5Q87_02350",NA,"QQR26823.1",NA,"K21138",NA,NA,NA,"K21138"
"I5Q87_02355",NA,"QQR26824.1",NA,"K07816","K07816",NA,NA,"K07816"
"I5Q87_02360",NA,"QQR26825.1",NA,NA,NA,NA,NA,NA
"I5Q87_02365",NA,"QQR26826.1",NA,NA,NA,NA,NA,NA
"I5Q87_02370",NA,"QQR26827.1",NA,NA,NA,NA,NA,NA
"I5Q87_02375",NA,"QQR26828.1",NA,NA,NA,NA,NA,NA
"I5Q87_02380",NA,"QQR26829.1",NA,"K03205",NA,NA,NA,"K03205"
"I5Q87_02385",NA,"QQR26830.1",NA,"K07126",NA,NA,NA,"K07126"
"I5Q87_02390",NA,"QQR26831.1",NA,NA,NA,NA,NA,NA
"I5Q87_02395",NA,"QQR26832.1",NA,NA,NA,NA,NA,NA
"I5Q87_02400",NA,"QQR26833.1",NA,"K10947","K10947",NA,NA,"K10947"
"I5Q87_02405",NA,"QQR26834.1",NA,NA,NA,NA,NA,NA
"I5Q87_02410",NA,"QQR26835.1",NA,NA,NA,NA,NA,NA
"I5Q87_02415",NA,"QQR26836.1",NA,NA,NA,NA,NA,NA
"I5Q87_02420",NA,"QQR26837.1",NA,"K01356,K03431",NA,NA,NA,"K01356,K03431"
"I5Q87_02425",NA,"QQR26838.1",NA,NA,NA,NA,NA,NA
"I5Q87_02430",NA,"QQR26839.1",NA,NA,NA,NA,NA,NA
"I5Q87_02435",NA,"QQR26840.1",NA,NA,NA,NA,NA,NA
"I5Q87_02440",NA,"QQR26841.1",NA,NA,NA,NA,NA,NA
"I5Q87_02445",NA,"QQR26842.1",NA,NA,NA,NA,NA,NA
"I5Q87_02450",NA,"QQR26843.1",NA,"K06400","K06400",NA,NA,"K06400"
"I5Q87_02455",NA,"QQR26844.1",NA,"K06400","K06400",NA,NA,"K06400"
"I5Q87_02465",NA,"QQR26845.1",NA,NA,NA,NA,NA,NA
"I5Q87_02470",NA,"QQR26846.1",NA,NA,NA,NA,NA,NA
"I5Q87_02475","rmuC","QQR26847.1","K09760","K09760","K09760",NA,NA,"K09760"
"I5Q87_02485",NA,"QQR28342.1",NA,"K07496","K07496",NA,NA,"K07496"
"I5Q87_02495",NA,"QQR26848.1",NA,"K02250","K02250",NA,NA,"K02250"
"I5Q87_02500",NA,"QQR26849.1","K09022","K09022","K09022",NA,NA,"K09022"
"I5Q87_02505",NA,"QQR26850.1","K03699","K03699","K03699",NA,NA,"K03699"
"I5Q87_02510",NA,"QQR26851.1",NA,NA,NA,NA,NA,NA
"I5Q87_02515",NA,"QQR26852.1",NA,NA,NA,NA,NA,NA
"I5Q87_02520",NA,"QQR26853.1",NA,"K02435,K03827,K06950",NA,NA,NA,"K02435,K03827,K06950"
"I5Q87_02525",NA,"QQR26854.1",NA,NA,NA,NA,NA,NA
"I5Q87_02530",NA,"QQR26855.1","K03216","K03216","K03216",NA,NA,"K03216"
"I5Q87_02535","rdgB","QQR26856.1","K01519","K01519","K01519",NA,NA,"K01519"
"I5Q87_02540",NA,"QQR26857.1",NA,"K21224,K22704",NA,NA,NA,"K21224,K22704"
"I5Q87_02545",NA,"QQR26858.1","K25657","K07251,K25657","K07251",NA,NA,"K07251"
"I5Q87_02550",NA,"QQR28343.1",NA,"K01992,K25147",NA,NA,NA,"K01992,K25147"
"I5Q87_02555",NA,"QQR26859.1",NA,"K01992","K01992",NA,NA,"K01992"
"I5Q87_02560",NA,"QQR26860.1",NA,"K01992","K01992",NA,NA,"K01992"
"I5Q87_02570",NA,"QQR26861.1",NA,"K03484",NA,NA,NA,"K03484"
"I5Q87_02575",NA,"QQR26862.1",NA,"K21064","K21064",NA,NA,"K21064"
"I5Q87_02580","bcp","QQR26863.1","K03564","K03564","K03564",NA,NA,"K03564"
"I5Q87_02585",NA,"QQR26864.1",NA,NA,NA,NA,NA,NA
"I5Q87_02590",NA,"QQR26865.1",NA,NA,NA,NA,NA,NA
"I5Q87_02595","groL","QQR26866.1","K04077","K04077","K04077",NA,NA,"K04077"
"I5Q87_02600",NA,"QQR26867.1","K04078","K04078","K04078",NA,NA,"K04078"
"I5Q87_02605",NA,"QQR26868.1",NA,"K02051",NA,NA,NA,"K02051"
"I5Q87_02610","thrS","QQR26869.1","K01868","K01868","K01868",NA,NA,"K01868"
"I5Q87_02620",NA,"QQR26870.1",NA,NA,NA,NA,NA,NA
"I5Q87_02625",NA,"QQR26871.1",NA,NA,NA,NA,NA,NA
"I5Q87_02630",NA,"QQR26872.1","K03744","K03744","K03744",NA,NA,"K03744"
"I5Q87_02635",NA,"QQR26873.1","K19689","K19689","K19689",NA,NA,"K19689"
"I5Q87_02640",NA,"QQR26874.1","K25026","K25026","K25026",NA,NA,"K25026"
"I5Q87_02645",NA,"QQR26875.1",NA,NA,NA,NA,NA,NA
"I5Q87_02650",NA,"QQR26876.1",NA,NA,NA,NA,NA,NA
"I5Q87_02655",NA,"QQR26877.1",NA,NA,NA,NA,NA,NA
"I5Q87_02660",NA,"QQR26878.1",NA,NA,NA,NA,NA,NA
"I5Q87_02665",NA,"QQR26879.1","K07332","K02283",NA,NA,NA,"K02283"
"I5Q87_02670",NA,"QQR26880.1",NA,NA,NA,NA,NA,NA
"I5Q87_02675",NA,"QQR26881.1",NA,NA,NA,NA,NA,NA
"I5Q87_02685",NA,"QQR26882.1",NA,NA,NA,NA,NA,NA
"I5Q87_02690","pyk","QQR26883.1","K00873","K00873","K00873",NA,NA,"K00873"
"I5Q87_02695","pfkA","QQR26884.1","K00850","K00850","K00850",NA,NA,"K00850"
"I5Q87_02700",NA,"QQR26885.1","K11144","K11144","K11144",NA,NA,"K11144"
"I5Q87_02705",NA,"QQR26886.1","K03346","K03346","K03346",NA,NA,"K03346"
"I5Q87_02710",NA,"QQR26887.1","K00859","K00859","K00859",NA,NA,"K00859"
"I5Q87_02715","mutM","QQR26888.1","K10563","K10563","K10563",NA,NA,"K10563"
"I5Q87_02720","polA","QQR26889.1","K02335","K02335","K02335",NA,NA,"K02335"
"I5Q87_02725",NA,"QQR26890.1","K09815","K09815",NA,NA,NA,"K09815"
"I5Q87_02730",NA,"QQR26891.1","K06402","K06402","K06402",NA,NA,"K06402"
"I5Q87_02735",NA,"QQR26892.1",NA,NA,NA,NA,NA,NA
"I5Q87_02740",NA,"QQR26893.1",NA,"K03548",NA,NA,NA,"K03548"
"I5Q87_02745","minD","QQR26894.1","K03609","K03609","K03609",NA,NA,"K03609"
"I5Q87_02750",NA,"QQR26895.1",NA,"K03610",NA,NA,NA,"K03610"
"I5Q87_02755",NA,"QQR26896.1",NA,NA,"K03571",NA,NA,"K03571"
"I5Q87_02760","mreC","QQR26897.1","K03570","K03570","K03570",NA,NA,"K03570"
"I5Q87_02765","radC","QQR26898.1","K03630","K03630","K03630",NA,NA,"K03630"
"I5Q87_02770",NA,"QQR26899.1",NA,"K03642",NA,NA,NA,"K03642"
"I5Q87_02775",NA,"QQR26900.1",NA,NA,NA,NA,NA,NA
"I5Q87_02785",NA,"QQR26901.1",NA,"K04486",NA,NA,NA,"K04486"
"I5Q87_02790",NA,"QQR26902.1",NA,"K25232","K25232",NA,NA,"K25232"
"I5Q87_02800",NA,"QQR26903.1",NA,NA,NA,NA,NA,NA
"I5Q87_02805",NA,"QQR26904.1","K03688","K03688","K03688",NA,NA,"K03688"
"I5Q87_02810",NA,"QQR26905.1","K12410","K12410","K12410",NA,NA,"K12410"
"I5Q87_02815",NA,"QQR26906.1","K03546","K03546","K03546",NA,NA,"K03546"
"I5Q87_02820",NA,"QQR26907.1","K03547","K03547","K03547",NA,NA,"K03547"
"I5Q87_02825",NA,"QQR26908.1",NA,NA,NA,NA,NA,NA
"I5Q87_02830",NA,"QQR26909.1","K02073","K02073","K02073",NA,NA,"K02073"
"I5Q87_02835",NA,"QQR26910.1","K02072","K02072","K02072",NA,NA,"K02072"
"I5Q87_02840",NA,"QQR26911.1","K02071","K02071","K02071",NA,NA,"K02071"
"I5Q87_02845",NA,"QQR26912.1",NA,NA,NA,NA,NA,NA
"I5Q87_02850",NA,"QQR26913.1",NA,NA,NA,NA,NA,NA
"I5Q87_02855",NA,"QQR26914.1",NA,"K06889",NA,NA,NA,"K06889"
"I5Q87_02860",NA,"QQR26915.1",NA,NA,NA,NA,NA,NA
"I5Q87_02865",NA,"QQR26916.1",NA,"K03646",NA,NA,NA,"K03646"
"I5Q87_02870",NA,"QQR26917.1",NA,NA,NA,NA,NA,NA
"I5Q87_02875",NA,"QQR26918.1","K00763","K00763","K00763",NA,NA,"K00763"
"I5Q87_02880",NA,"QQR26919.1",NA,NA,NA,NA,NA,NA
"I5Q87_02885",NA,"QQR26920.1",NA,NA,NA,NA,NA,NA
"I5Q87_02890","feoB","QQR26921.1",NA,"K04759","K04759",NA,NA,"K04759"
"I5Q87_02895",NA,"QQR26922.1",NA,"K04758","K04758",NA,NA,"K04758"
"I5Q87_02900","gdhA","QQR26923.1","K00262","K00262","K00262",NA,NA,"K00262"
"I5Q87_02905",NA,"QQR26924.1",NA,NA,NA,NA,NA,NA
"I5Q87_02910",NA,"QQR26925.1",NA,NA,NA,NA,NA,NA
"I5Q87_02915","gmk","QQR26926.1","K00942","K00942","K00942",NA,NA,"K00942"
"I5Q87_02920",NA,"QQR26927.1",NA,NA,NA,NA,NA,NA
"I5Q87_02925",NA,"QQR26928.1",NA,NA,NA,NA,NA,NA
"I5Q87_02930",NA,"QQR26929.1",NA,"K06995","K06995",NA,NA,"K06995"
"I5Q87_02935",NA,"QQR26930.1",NA,"K17465","K17465",NA,NA,"K17465"
"I5Q87_02940",NA,"QQR26931.1",NA,"K01624","K01624",NA,NA,"K01624"
"I5Q87_02945",NA,"QQR26932.1",NA,"K01048,K01259",NA,NA,NA,"K01048,K01259"
"I5Q87_02950",NA,"QQR26933.1",NA,NA,NA,NA,NA,NA
"I5Q87_02955",NA,"QQR26934.1",NA,"K05879",NA,NA,NA,"K05879"
"I5Q87_02960","dhaK","QQR26935.1","K00863","K05878","K05878",NA,NA,"K05878"
"I5Q87_02965",NA,"QQR26936.1",NA,"K17467",NA,NA,NA,"K17467"
"I5Q87_02970",NA,"QQR26937.1",NA,"K02793",NA,NA,NA,"K02793"
"I5Q87_02975",NA,"QQR26938.1",NA,"K02468",NA,NA,NA,"K02468"
"I5Q87_02980",NA,"QQR26939.1","K01914","K01914","K01914",NA,NA,"K01914"
"I5Q87_02985",NA,"QQR26940.1",NA,NA,NA,NA,NA,NA
"I5Q87_02990",NA,"QQR26941.1",NA,NA,NA,NA,NA,NA
"I5Q87_02995",NA,"QQR26942.1",NA,NA,NA,NA,NA,NA
"I5Q87_03000",NA,"QQR26943.1",NA,NA,NA,NA,NA,NA
"I5Q87_03005",NA,"QQR26944.1",NA,NA,NA,NA,NA,NA
"I5Q87_03010",NA,"QQR26945.1",NA,NA,NA,NA,NA,NA
"I5Q87_03015",NA,"QQR26946.1",NA,"K03616",NA,NA,NA,"K03616"
"I5Q87_03020",NA,"QQR26947.1",NA,NA,NA,NA,NA,NA
"I5Q87_03025",NA,"QQR26948.1","K03617","K03617","K03617",NA,NA,"K03617"
"I5Q87_03030",NA,"QQR26949.1","K03613","K03613","K03613",NA,NA,"K03613"
"I5Q87_03035",NA,"QQR26950.1",NA,"K03612","K03612",NA,NA,"K03612"
"I5Q87_03040",NA,"QQR26951.1","K03614","K03614","K03614",NA,NA,"K03614"
"I5Q87_03045",NA,"QQR26952.1","K03615","K03615","K03615",NA,NA,"K03615"
"I5Q87_03050",NA,"QQR26953.1","K03734","K03734","K03734",NA,NA,"K03734"
"I5Q87_03055",NA,"QQR26954.1",NA,NA,NA,NA,NA,NA
"I5Q87_03060",NA,"QQR26955.1",NA,"K14059","K14059",NA,NA,"K14059"
"I5Q87_03065",NA,"QQR26956.1",NA,NA,NA,NA,NA,NA
"I5Q87_03070",NA,"QQR28344.1",NA,"K07467","K07467",NA,NA,"K07467"
"I5Q87_03075",NA,"QQR26957.1",NA,"K01356,K02554,K06223,K06365,K07110,K07729,K15773,K19449,K20342,K20373,K20391,K20480,K21686,K22299,K22300,K23779","K07727",NA,NA,"K07727"
"I5Q87_03080",NA,"QQR26958.1",NA,NA,NA,NA,NA,NA
"I5Q87_03085",NA,"QQR26959.1","K25142","K25142",NA,NA,NA,"K25142"
"I5Q87_03090",NA,"QQR26960.1","K00826","K00826","K00826",NA,NA,"K00826"
"I5Q87_03095",NA,"QQR26961.1","K25135",NA,NA,NA,NA,"K25135"
"I5Q87_03100",NA,"QQR26962.1","K01873","K01873","K01873",NA,NA,"K01873"
"I5Q87_03105",NA,"QQR26963.1",NA,NA,NA,NA,NA,NA
"I5Q87_03110",NA,"QQR26964.1",NA,NA,NA,NA,"CBM50",NA
"I5Q87_03115",NA,"QQR26965.1",NA,NA,NA,NA,NA,NA
"I5Q87_03120",NA,"QQR26966.1",NA,"K26996","K26996",NA,NA,"K26996"
"I5Q87_03125",NA,"QQR26967.1",NA,"K26993","K26993",NA,NA,"K26993"
"I5Q87_03130",NA,"QQR26968.1",NA,"K26996","K26996",NA,NA,"K26996"
"I5Q87_03135",NA,"QQR26969.1",NA,NA,NA,NA,NA,NA
"I5Q87_03140",NA,"QQR28345.1",NA,NA,NA,NA,NA,NA
"I5Q87_03145",NA,"QQR26970.1","K03978","K03978","K03978",NA,NA,"K03978"
"I5Q87_03150","lon","QQR26971.1","K01338","K01338","K01338",NA,NA,"K01338"
"I5Q87_03155",NA,"QQR26972.1","K03545","K03545","K03545",NA,NA,"K03545"
"I5Q87_03160",NA,"QQR26973.1",NA,NA,NA,NA,NA,NA
"I5Q87_03165",NA,"QQR26974.1",NA,"K03320,K07315,K10439,K10440,K13040,K13243,K13924,K14051,K14986,K17763,K20965,K21021,K21025,K21084,K21088",NA,NA,NA,"K03320,K07315,K10439,K10440,K13040,K13243,K13924,K14051,K14986,K17763,K20965,K21021,K21025,K21084,K21088"
